"UniProt_ID"	"GENE_ID"	"Gene_Name"	"Gene_products"
"P0CG81"	"DDB_G0279721"	"ubqH"	"ubiquitin H"
"P0CG88"	"DDB_G0269458"	"ubqJ"	"ubiquitin J"
"P0CT31"	"DDB_G0269134"	"efaAI"	"elongation factor 1 alpha, elongation factor 1a"
"P0CT32"	"DDB_G0269136"	"efaAII"	"elongation factor 1 alpha, elongation factor 1a"
"P0DJ26"	"DDB_G0277833"	"cofA"	"cofilin"
"P0DJ27"	"DDB_G0291970"	"cofB"	"cofilin"
"P0DPA0"	"DDB_G0349042"	"DDB_G0349042"	"putative phytanoyl-CoA dioxygenase"
"P10733"	"DDB_G0289327"	"sevA"	"severin"
"P10819"	"DDB_G0267418"	"sahA"	"adenosylhomocysteinase"
"P10901"	"DDB_G0274391"	"alfA"	"alpha-L-fucosidase"
"P11022"	"DDB_G0269170"	"pmpA"	"putative membrane protein"
"P11467"	"DDB_G0290961"	"trafD"	"TNF receptor-associated factor D"
"P11872"	"DDB_G0271666"	"prtB"	"proteosomal alpha-subunit 7-1"
"P11874"	"DDB_G0276441"	"rpl7"	"S60 ribosomal protein L7"
"P11976"	"DDB_G0269132"	"ecmB"	"extracellular matrix protein ST310"
"P12019"	"DDB_G0285995"	"pdsA"	"cAMP/cGMP phosphodiesterase A"
"P12729"	"DDB_G0267412"	"pspA"	"cell surface glycoprotein PsA precursor"
"P13021"	"DDB_G0267374"	"acpA"	"F-actin-capping protein subunit beta"
"P13022"	"DDB_G0272104"	"acpB"	"F-actin-capping protein subunit alpha"
"P13023"	"DDB_G0274113"	"rpl8"	"60S ribosomal protein L8"
"P13231"	"DDB_G0282141"	"hatA"	"actin binding protein, hisactophilin I"
"P13466"	"DDB_G0269100"	"abpC"	"actin binding protein C"
"P13475"	"DDB_G0286499"	"pspG"	"prespore protein"
"P13651"	"DDB_G0284861"	"eif5a"	"eukaryotic translation initiation factor 5A"
"P13723"	"DDB_G0287033"	"nagA"	"beta-N-acetylhexosaminidase"
"P13773"	"DDB_G0273533"	"carA-2"	"cAMP receptor 1"
"P13833"	"DDB_G0276077"	"mlcR"	"Regulatory myosin light chain (RLC)"
"P14132"	"DDB_G0289877"	"rps9"	"ribosomal protein 1024, 40S ribosomal protein S9"
"P14195"	"DDB_G0291860"	"DDB_G0291860"	"unknown"
"P14196"	"DDB_G0284871"	"DDB_G0284871"	"HMG-I and HMG-Y, DNA-binding domain-containing protein"
"P14197"	"DDB_G0276031"	"DDB_G0276031"	"WD40 repeat-containing protein"
"P14198"	"DDB_G0267458"	"DDB_G0267458"	"unknown"
"P14325"	"DDB_G0289481"	"glnS"	"glutamine-tRNA ligase, glutaminyl-tRNA synthetase, vegetative specific protein H4"
"P14326"	"DDB_G0291121"	"cinB"	"esterase/lipase/thioesterase domain-containing protein, vegetative specific protein H5"
"P14327"	"DDB_G0273775"	"cinD-2"	"putative helix-turn-helix transcription factor"
"P14328"	"DDB_G0276941"	"cotA"	"spore coat protein sp96"
"P14329"	"DDB_G0281565"	"rpl19"	"S60 ribosomal protein L19"
"P14330"	"DDB_G0280533"	"lmcB"	"unknown"
"P14606"	"DDB_G0288245"	"cigA"	""
"P14794"	"DDB_G0280755"	"ubqB"	"ubiquitin/ribosomal protein L40 fusion protein"
"P14797"	"DDB_G0276765"	"ubqC"	"ubiquitin/ribosomal protein S27a fusion protein"
"P15064"	"DDB_G0293434"	"rasG"	"Ras GTPase RasG"
"P15112"	"DDB_G0288373"	"efbA"	"elongation factor 2"
"P15269"	"DDB_G0276761"	"cotB"	"spore coat protein SP70"
"P15270"	"DDB_G0277141"	"cotC"	"spore coat protein SP60"
"P15519"	"DDB_G0287293"	"gerA"	"spore germination protein A"
"P15520"	"DDB_G0287687"	"gerB"	"spore germination protein B"
"P15521"	"DDB_G0287583"	"gerC"	"spore germination protein C"
"P15648"	"DDB_G0280847"	"2C"	"coiled-coil family protein, hssA/2C/7E family protein"
"P15649"	"DDB_G0275437"	"7E"	"coiled-coil family protein, hssA/2C/7E family protein"
"P15808"	"DDB_G0280045"	"thyA"	"thymidylate synthase (FAD)"
"P16051"	"DDB_G0276267"	"gpaB"	"G-protein subunit alpha 2"
"P16168"	"DDB_G0279189"	"rpl11"	"S60 ribosomal protein L11"
"P16642"	"DDB_G0272833"	"csbA"	"contact site B protein A"
"P16643"	"DDB_G0272562"	"csbB"	"contact site B protein B"
"P16894"	"DDB_G0283349"	"gpaA"	"G-protein subunit alpha 1"
"P18142"	"DDB_G0283085"	"D2"	"type-B carboxylesterase/lipase family protein D2"
"P18154"	"DDB_G0271696"	"prtA"	"proteosomal alpha-subunit M3"
"P18160"	"DDB_G0283385"	"splA"	"dual-specificity protein kinase SplA"
"P18161"	"DDB_G0285321"	"splB"	"protein kinase SplB"
"P18613"	"DDB_G0291237"	"rapA"	"Rap GTPase RapA"
"P19198"	"DDB_G0272560"	"capA-1"	"cAMP-binding protein"
"P20054"	"DDB_G0276335"	"pyr1-3"	"dihydroorotase, aspartate carbamoyltransferase, glutamine-dependent carbamoyl-phosphate synthase"
"P20425"	"DDB_G0287495"	"pyrK"	"UMP-CMP kinase, cytidylate kinase, uridylate kinase, uridine monophosphate/cytidine monophosphate kinase"
"P20609"	"DDB_G0277837"	"cxgE"	"cytochrome c oxidase subunit VIIe"
"P20610"	"DDB_G0277839"	"cxgS"	"cytochrome oxidase subunit VIIs"
"P20790"	"DDB_G0280043"	"rab8A"	"Rab GTPase"
"P20791"	"DDB_G0276399"	"rab8B"	"Rab GTPase"
"P21837"	"DDB_G0285419"	"cryS"	"crystal protein"
"P21900"	"DDB_G0285429"	"purA"	"adenylosuccinate synthetase"
"P22237"	"DDB_G0294032"	"nad9"	"NADH dehydrogenase subunit 9"
"P22467"	"DDB_G0280039"	"myoA"	"myosin I A heavy chain"
"P22549"	"DDB_G0277863"	"pdiA"	"cAMP phosphodiesterase inhibitor"
"P22683"	"DDB_G0283393"	"rplP2"	"ribosomal acidic phosphoprotein P2, 60S acidic ribosomal protein P2"
"P22684"	"DDB_G0277907"	"rplP1"	"ribosomal acidic phosphoprotein P1, 60S acidic ribosomal protein P1"
"P22685"	"DDB_G0286501"	"rplP0"	"ribosomal acidic phosphoprotein P0, 60S acidic ribosomal protein P0"
"P22698"	"DDB_G0269112"	"celB"	"cellulose-binding protein"
"P22699"	"DDB_G0271134"	"celA"	"cellulase 270-6"
"P22887"	"DDB_G0273069"	"ndkC-1"	"nucleoside diphosphate kinase, NDP kinase"
"P24005"	"DDB_G0279081"	"abpB"	"actin binding protein B"
"P24639"	"DDB_G0269160"	"nxnA"	"annexin VII"
"P25323"	"DDB_G0279925"	"mlkA"	"myosin light chain kinase A"
"P25870"	"DDB_G0277221"	"chcA"	"clathrin heavy chain"
"P26199"	"DDB_G0287125"	"proA"	"profilin I"
"P26200"	"DDB_G0286187"	"proB"	"profilin II"
"P26310"	"DDB_G0282097"	"cxfA"	"cytochrome c oxidase subunit VI"
"P26355"	"DDB_G0275617"	"tbpA"	"TATA-binding protein, transcription factor IIIB subunit"
"P27133"	"DDB_G0267382"	"corA"	"coronin"
"P27685"	"DDB_G0293742"	"rps2"	"ribosomal protein S2"
"P28178"	"DDB_G0290157"	"pkgB"	"SGK family protein kinase PkgB"
"P29447"	"DDB_G0294489"	"trxC"	"thioredoxin"
"P29505"	"DDB_G0269118"	"cxeA"	"cytochrome c oxidase subunit V"
"P30815"	"DDB_G0281393"	"cxdA"	"cytochrome c oxidase subunit IV"
"P32073"	"DDB_G0281551"	"guaA"	"GMP synthetase"
"P32252"	"DDB_G0292998"	"rasB"	"Ras GTPase RasB"
"P32253"	"DDB_G0281385"	"rasC"	"Ras GTPase RasC"
"P32254"	"DDB_G0283537"	"rasS"	"Ras GTPase RasS"
"P32255"	"DDB_G0287689"	"tubA"	"alpha-tubulin A"
"P32256"	"DDB_G0269196"	"tubB"	"beta-tubulin"
"P33519"	"DDB_G0291235"	"ranA"	"GTP-binding nuclear protein Ran"
"P34036"	"DDB_G0276355"	"dhcA"	"dynein heavy chain, cytoplasmic"
"P34042"	"DDB_G0285425"	"gpaD"	"G-protein subunit alpha 4"
"P34043"	"DDB_G0286185"	"gpaE"	"G-protein subunit alpha 5"
"P34044"	"DDB_G0283151"	"gpaF"	"G-protein subunit alpha 6"
"P34045"	"DDB_G0276455"	"gpaG"	"G-protein subunit alpha 7"
"P34046"	"DDB_G0284469"	"gpaH"	"G-protein subunit alpha 8"
"P34090"	"DDB_G0275007"	"cmfA"	"conditioned medium factor, density sensing factor"
"P34092"	"DDB_G0289117"	"myoB"	"myosin IB heavy chain"
"P34093"	"DDB_G0279911"	"ndkM"	"nucleoside diphosphate kinase, NDP kinase"
"P34098"	"DDB_G0292206"	"manA"	"alpha-mannosidase A"
"P34099"	"DDB_G0283907"	"pkaC"	"cAMP-dependent protein kinase A, catalytic subunit"
"P34100"	"DDB_G0277145"	"pkaD"	"cAMP-dependent protein kinase, protein serine/threonine kinase, protein kinase, AGC group, PKA family protein kinase, protein kinase A family kinase"
"P34101"	"DDB_G0281567"	"fhkC"	"forkhead-associated kinase protein C"
"P34102"	"DDB_G0286125"	"pkgC"	"AGC group protein kinase PkgC"
"P34103"	"DDB_G0284029"	"pkgD"	"PKA family protein kinase PkgD"
"P34109"	"DDB_G0275447"	"myoD"	"myosin ID heavy chain"
"P34112"	"DDB_G0272813"	"cdk1"	"p34-cdc2 protein, protein serine/threonine kinase, CDK family protein kinase, cyclin-dependent kinase, protein kinase, CMGC group, CDC2 subfamily protein kinase"
"P34113"	"DDB_G0291862"	"rpl3"	"60S ribosomal protein L3"
"P34114"	"DDB_G0291123"	"glpD"	"glycogen phosphorylase 2"
"P34115"	"DDB_G0290257"	"cfrA"	"cell surface glycoprotein GP138 A"
"P34116"	"DDB_G0290259"	"cfrB"	"cell surface glycoprotein GP138 B"
"P34117"	"DDB_G0288677"	"cdk5"	"cyclin-dependent kinase 5"
"P34118"	"DDB_G0269156"	"mvpA"	"major vault protein-alpha"
"P34119"	"DDB_G0280969"	"psmA4"	"proteasome subunit alpha type 4, 20S proteasome subunit alpha-4"
"P34120"	"DDB_G0272831"	"psmA7"	"proteasome subunit alpha type 7, 20S proteasome subunit alpha-7"
"P34121"	"DDB_G0293898"	"coaA"	"actin binding protein, coactosin"
"P34122"	"DDB_G0277501"	"capB"	""
"P34123"	"DDB_G0289003"	"psmC4"	"26S protease regulatory subunit 6B, 26S proteasome subunit ATPase 4, HIV TAT binding-protein-related"
"P34124"	"DDB_G0292382"	"psmC5"	"26S proteasome subunit ATPase 5, 26S protease regulatory subunit 8, HIV TAT binding-protein-related"
"P34125"	"DDB_G0277223"	"dgkA"	"diacylglycerol kinase"
"P34127"	"DDB_G0293900"	"mybA"	"myb transcription factor, myb domain-containing protein"
"P34135"	"DDB_G0269142"	"hmgA"	"hmg CoA reductase A, hydroxymethylglutaryl CoA reductase"
"P34136"	"DDB_G0276615"	"hmgB"	"hydroxymethylglutaryl CoA reductase, hmg CoA reductase B"
"P34137"	"DDB_G0273817"	"ptpA1-2"	"protein-tyrosine phosphatase 1"
"P34138"	"DDB_G0277865"	"ptpB"	"protein-tyrosine phosphatase 2"
"P34139"	"DDB_G0283757"	"rab1A"	"Rab GTPase 1A"
"P34140"	"DDB_G0277867"	"rab1B"	"Rab GTPase 1B"
"P34141"	"DDB_G0291233"	"rabA"	"Rab GTPase"
"P34142"	"DDB_G0286553"	"rab21"	"Rab GTPase"
"P34143"	"DDB_G0271736"	"rabC"	"Rab GTPase"
"P34144"	"DDB_G0277869"	"rac1A"	"Rho GTPase Rac1A"
"P34145"	"DDB_G0268622"	"rac1B"	"Rho GTPase Rac1B"
"P34146"	"DDB_G0282365"	"rac1C"	"Rho GTPase Rac1C"
"P34147"	"DDB_G0286555"	"racA"	"Rho GTPase RacA"
"P34148"	"DDB_G0279605"	"racB"	"Rho GTPase RacB"
"P34149"	"DDB_G0293526"	"racC"	"Rho GTPase RacC"
"P34150"	"DDB_G0291976"	"racD"	"Rho GTPase RacD"
"P34907"	"DDB_G0288179"	"carB"	"cAMP receptor 2"
"P35084"	"DDB_G0279193"	"rpb1"	"RNA polymerase II largest subunit, RNA polymerase II core subunit"
"P35085"	"DDB_G0277909"	"cbpP"	"calcium-binding protein"
"P35352"	"DDB_G0277829"	"carC"	"cAMP receptor 3"
"P35401"	"DDB_G0285161"	"dagA"	"cytosolic regulator of adenylyl cyclase, PH domain-containing protein, cytosolic regulator of adenylate cyclase"
"P36408"	"DDB_G0277143"	"gpbA"	"G-protein subunit beta"
"P36409"	"DDB_G0292268"	"rab2A"	"Rab GTPase 2A"
"P36410"	"DDB_G0281337"	"rab14"	"Rab GTPase 14"
"P36411"	"DDB_G0269236"	"rab7A"	"Rab GTPase"
"P36412"	"DDB_G0269238"	"rab11A"	"Rab GTPase"
"P36413"	"DDB_G0277847"	"pdhC"	"dihydrolipoamide acetyltransferase, dihydrolipoyllysine-residue acetyltransferase, pyruvate dehydrogenase E2 component"
"P36415"	"DDB_G0269144"	"hspB"	"heat shock 70 protein B"
"P36416"	"DDB_G0275449"	"natA"	"N-acetyltransferase, N-acetyltransferase complex subunit"
"P36417"	"DDB_G0288755"	"gbfA"	"G-box binding factor"
"P36418"	"DDB_G0276453"	"vilB"	"protovillin"
"P36967"	"DDB_G0289325"	"scsA"	"succinate-CoA ligase (GDP-forming) alpha subunit"
"P42520"	"DDB_G0290141"	"rps17"	"40S ribosomal protein S17"
"P42521"	"DDB_G0274021"	"rnrB-2"	"ribonucleoside-diphosphate reductase, small subunit"
"P42522"	"DDB_G0276617"	"myoC"	"myosin IC heavy chain"
"P42523"	"DDB_G0280531"	"tgrC1"	"Tiger protein C1"
"P42524"	"DDB_G0275493"	"cycB"	"cyclin B"
"P42525"	"DDB_G0286353"	"erkA"	"extracellular signal-regulated kinase 1"
"P42526"	"DDB_G0282143"	"hatB"	"actin binding protein, hisactophilin II"
"P42527"	"DDB_G0291231"	"mhkA"	"myosin heavy chain kinase A"
"P42528"	"DDB_G0283755"	"arpC"	"actin-related protein 3"
"P42529"	"DDB_G0276759"	"cbpA"	"calcium-binding protein"
"P42530"	"DDB_G0292552"	"dscE"	"discoidin II"
"P46793"	"DDB_G0276457"	"rps15a"	"40S ribosomal protein S15a"
"P46794"	"DDB_G0267386"	"cysB"	"cystathionine beta-synthase"
"P46800"	"DDB_G0275045"	"gpbB"	"Guanine nucleotide-binding protein subunit beta-like protein"
"P48160"	"DDB_G0292388"	"rpl27a"	"S60 ribosomal protein L27a"
"P51136"	"DDB_G0272110"	"gskA"	"glycogen synthase kinase 3"
"P51173"	"DDB_G0277701"	"apeA"	"DNA-(apurinic or apyrimidinic site) lyase"
"P51405"	"DDB_G0272825"	"rps4"	"40S ribosomal protein S4"
"P52285"	"DDB_G0269230"	"fpaA"	"ubiquitin ligase subunit SKP1"
"P52922"	"DDB_G0269148"	"lkhA"	"leukotriene A4 hydrolase"
"P53766"	"DDB_G0277877"	"uglA"	"uracil glycosylase, uracil-DNA glycosylase"
"P54201"	"DDB_G0291239"	"ubpA"	"deubiquitinating enzyme, UBP-type zinc finger-containing protein, peptidase C19 family protein, putative ubiquitin carboxyl-terminal hydrolase (UCH)"
"P54632"	"DDB_G0269138"	"fttB"	"14-3-3-like protein"
"P54637"	"DDB_G0282145"	"ptpC"	"protein tyrosine phosphatase 3"
"P54638"	"DDB_G0267380"	"argE"	"acetylornithine deacetylase"
"P54639"	"DDB_G0278721"	"cprD"	"cysteine proteinase 4"
"P54640"	"DDB_G0272815"	"cprE"	"cysteine proteinase 5"
"P54641"	"DDB_G0273071"	"vatD-1"	"vacuolar ATPase subunit D"
"P54642"	"DDB_G0274381"	"vatP"	"vacuolar ATPase proteolipid subunit"
"P54643"	"DDB_G0277379"	"pspD"	"spore coat protein SP87"
"P54644"	"DDB_G0268620"	"pkbA"	"AKT/PKB protein kinase PkbA"
"P54647"	"DDB_G0287127"	"vatA"	"vacuolar ATPase subunit A"
"P54648"	"DDB_G0284473"	"vatC"	"vacuolar ATPase subunit C"
"P54651"	"DDB_G0267400"	"hspD"	"heat shock protein 90"
"P54653"	"DDB_G0267456"	"cbp2"	"calcium-binding protein 2"
"P54654"	"DDB_G0288769"	"cap"	"cyclase associated protein"
"P54657"	"DDB_G0285793"	"cadA"	"calcium-dependent cell adhesion molecule-1"
"P54658"	"DDB_G0272819"	"hspC"	"heat shock protein C"
"P54659"	"DDB_G0291127"	"mvpB"	"major vault protein B"
"P54660"	"DDB_G0293522"	"ponA"	"actin binding protein, ponticulin"
"P54661"	"DDB_G0287587"	"smlA"	"small aggregate formation protein"
"P54670"	"DDB_G0277827"	"cafA"	"calfumirin-1"
"P54671"	"DDB_G0285319"	"H1"	"histone H1, calmodulin-binding protein, transcriptional repressor"
"P54672"	"DDB_G0277139"	"apm2"	"clathrin-adaptor medium chain AP-2"
"P54673"	"DDB_G0278727"	"pikA"	"phosphatidylinositol-4,5-diphosphate 3-kinase 1"
"P54674"	"DDB_G0283081"	"pikB"	"phosphatidylinositol-4,5-diphosphate 3-kinase 2"
"P54675"	"DDB_G0275011"	"pikC"	"phosphatidylinositol-4,5-diphosphate 3-kinase 3"
"P54676"	"DDB_G0289601"	"pikE"	"phosphatidylinositol 3-kinase"
"P54677"	"DDB_G0288485"	"pikD"	"phosphatidylinositol 4-kinase, phosphatidylinositol 4-kinase catalytic subunit, beta polypeptide"
"P54678"	"DDB_G0277861"	"patA"	"P-type ATPase, Ca2+-ATPase"
"P54679"	"DDB_G0282817"	"patB"	"P-type ATPase"
"P54680"	"DDB_G0277855"	"fimA"	"fimbrin-1"
"P54681"	"DDB_G0271916"	"rtoA"	"unknown"
"P54682"	"DDB_G0284613"	"D7"	""
"P54683"	"DDB_G0286119"	"tagB"	"serine protease/ABC transporter TagB"
"P54685"	"DDB_G0285417"	"cdk7"	"p34-cdc2 protein, protein serine/threonine kinase, CDK family protein kinase, cyclin-dependent kinase, CTD kinase, protein kinase, CMGC group"
"P54686"	"DDB_G0278733"	"aip1"	"actin-interacting protein 1"
"P54695"	"DDB_G0289177"	"myoF"	"myosin IF heavy chain"
"P54696"	"DDB_G0289447"	"myoH"	"myosin-H heavy chain"
"P54697"	"DDB_G0272112"	"myoJ"	"myosin-J heavy chain"
"P54703"	"DDB_G0280849"	"dicA"	"dynein intermediate chain, cytoplasmic"
"P54704"	"DDB_G0276939"	"pspB"	"spore coat protein SP85"
"P54705"	"DDB_G0269188"	"snwA"	"SKIP/SNW domain-containing protein"
"P54872"	"DDB_G0288461"	"hgsA"	"hydroxymethylglutaryl-CoA synthase"
"P83401"	"DDB_G0276821"	"DDB_G0276821"	"aldehyde dehydrogenase"
"P90520"	"DDB_G0279737"	"top2mt"	"DNA topoisomerase II"
"P90521"	"DDB_G0274111"	"pfkA"	"6-phosphofructokinase"
"P90522"	"DDB_G0286011"	"alg1"	"glycosyltransferase, beta-1,4-mannosyltransferase"
"P90526"	"DDB_G0293000"	"rps3"	"40S ribosomal protein S3"
"P90529"	"DDB_G0269146"	"ifdA"	"eukaryotic translation initiation factor 4A"
"P90532"	"DDB_G0288065"	"cdcD"	"cell division cycle protein 48"
"P90648"	"DDB_G0289115"	"mhkB"	"myosin heavy chain kinase B"
"Q00766"	"DDB_G0281383"	"glpV"	"glycogen phosphorylase 1"
"Q01501"	"DDB_G0271848"	"porA"	"porin"
"Q02158"	"DDB_G0292736"	"plc"	"phosphoinositide-specific phospholipase C"
"Q02465"	"DDB_G0289075"	"spiA"	"spore coat protein SpiA"
"Q02720"	"DDB_G0276885"	"casK"	"casein kinase II subunit alpha"
"Q03100"	"DDB_G0281545"	"acaA"	"adenylate cyclase A"
"Q03101"	"DDB_G0274569"	"acgA"	"adenylate cyclase G"
"Q03380"	"DDB_G0289599"	"comA"	"comitin"
"Q03409"	"DDB_G0271148"	"rps25"	"40S ribosomal protein S25"
"Q03479"	"DDB_G0288679"	"myoE"	"myosin IE heavy chain"
"Q04503"	"DDB_G0283149"	"cotD"	"spore coat protein SP75"
"Q06885"	"DDB_G0267398"	"gppA"	"glycoprotein gp100"
"Q1ZX99"	"DDB_G0293928"	"gxcZ"	"RhoGEF domain-containing protein, IQ calmodulin-binding domain-containing protein, calponin homology (CH) domain-containing protein, villin headpiece (VHP) domain-containing protein"
"Q1ZXA0"	"DDB_G0294573"	"DDB_G0294573"	"unknown"
"Q1ZXA1"	"DDB_G0293738"	"cyp521A1"	"cytochrome P450 family protein"
"Q1ZXA2"	"DDB_G0293468"	"mybS"	"myb domain-containing protein"
"Q1ZXA4"	"DDB_G0292790"	"cyp508D1"	"cytochrome P450 family protein"
"Q1ZXA5"	"DDB_G0292332"	"DDB_G0292332"	"ADP-ribosylation factor-like protein"
"Q1ZXA6"	"DDB_G0292296"	"xpc"	"DNA repair protein Rad4 family protein"
"Q1ZXA7"	"DDB_G0292204"	"fscC"	"G-protein-coupled receptor (GPCR) family protein, frizzled and smoothened-like sans CRD protein"
"Q1ZXA8"	"DDB_G0292160"	"DDB_G0292160"	"unknown"
"Q1ZXA9"	"DDB_G0292186"	"DDB_G0292186"	"NDT80/PhoG-like protein"
"Q1ZXB1"	"DDB_G0291966"	"DDB_G0291966"	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, CCHC-type zinc finger-containing protein"
"Q1ZXB2"	"DDB_G0291952"	"DDB_G0291952"	"protease pro-fragment"
"Q1ZXB3"	"DDB_G0291498"	"cpnF"	"phospholipid-binding protein, copine F"
"Q1ZXB4"	"DDB_G0291660"	"smp3"	"glycosyltransferase, putative dolichyl-phosphate-mannose alpha-1,2-mannosyltransferase"
"Q1ZXB5"	"DDB_G0291318"	"DDB_G0291318"	"putative mitochondrial protein"
"Q1ZXB6"	"DDB_G0294555"	"DDB_G0294555"	"unknown"
"Q1ZXB7"	"DDB_G0290791"	"rabK2"	"Rab GTPase domain-containing protein"
"Q1ZXB8"	"DDB_G0294571"	"DDB_G0294571"	"Rab GTPase"
"Q1ZXB9"	"DDB_G0290831"	"rabK3"	"Rab GTPase domain-containing protein"
"Q1ZXC0"	"DDB_G0290827"	"DDB_G0290827"	"Rab GTPase domain-containing protein"
"Q1ZXC1"	"DDB_G0290767"	"DDB_G0290767"	"unknown"
"Q1ZXC2"	"DDB_G0290745"	"pabpc1B"	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM, putative polyadenylate binding protein (PABP)"
"Q1ZXC3"	"DDB_G0290721"	"DDB_G0290721"	"aminotransferase class-III"
"Q1ZXC4"	"DDB_G0294561"	"cyp514A2"	"cytochrome P450 family protein"
"Q1ZXC5"	"DDB_G0290245"	"psiC"	"PA14 domain-containing protein"
"Q1ZXC6"	"DDB_G0290103"	"elp3"	"elongation protein 3, RNA polymerase II elongator complex subunit, HAG group protein, GCN5-related N-acetyltransferase, GNAT family protein"
"Q1ZXC8"	"DDB_G0289119"	"pXi"	"CAMK1 family protein kinase pXi"
"Q1ZXC9"	"DDB_G0289037"	"ufc1"	"ubiquitin-like (UBL) post-translational modifier"
"Q1ZXD1"	"DDB_G0288745"	"DDB_G0288745"	"unknown"
"Q1ZXD2"	"DDB_G0288731"	"DDB_G0288731"	"GRAM domain-containing protein, putative protein tyrosine phosphatase, myotubularin-related protein, Phox domain-containing protein"
"Q1ZXD3"	"DDB_G0288621"	"psmD3"	"26S proteasome regulatory subunit S3, 26S proteasome non-ATPase regulatory subunit 3"
"Q1ZXD4"	"DDB_G0294591"	"DDB_G0294591"	"putative transmembrane protein"
"Q1ZXD5"	"DDB_G0288479"	"lsm8"	"LSM (like-Sm) domain-containing protein, putative U6 small nuclear ribonucleoparticle-associated protein"
"Q1ZXD6"	"DDB_G0294533"	"roco5"	"LRRK family protein kinase Roco5"
"Q1ZXD7"	"DDB_G0288355"	"DDB_G0288355"	"RmlC-like cupin family protein"
"Q1ZXD8"	"DDB_G0288067"	"mf12"	""
"Q1ZXD9"	"DDB_G0288017"	"DDB_G0288017"	"putative sphingomyelinase"
"Q1ZXE0"	"DDB_G0287849"	"trxD"	"thioredoxin"
"Q1ZXE1"	"DDB_G0287895"	"gacM"	"RhoGAP domain-containing protein"
"Q1ZXE2"	"DDB_G0287875"	"dydA"	"putative Ras effector"
"Q1ZXE3"	"DDB_G0287207"	"DDB_G0287207"	"Rab GTPase domain-containing protein"
"Q1ZXE5"	"DDB_G0294589"	"DDB_G0294589"	"short-chain dehydrogenase/reductase (SDR) family protein"
"Q1ZXE6"	"DDB_G0286233"	"anapc6"	"TPR repeat-containing protein, anaphase promoting complex subunit 6"
"Q1ZXE7"	"DDB_G0286169"	"rabZ"	"Rab GTPase"
"Q1ZXE8"	"DDB_G0285821"	"srp68"	"signal recognition particle 68 kDa subunit"
"Q1ZXE9"	"DDB_G0285703"	"hipA"	"clathrin-associated protein Hip1r"
"Q1ZXF0"	"DDB_G0285287"	"DDB_G0285287"	"putative DNA repair protein, putative Rad51D protein"
"Q1ZXF1"	"DDB_G0285071"	"echs1"	"enoyl-CoA hydratase, enoyl Coenzyme A hydratase, mitochondrial"
"Q1ZXF2"	"DDB_G0284713"	"polB"	"DNA polymerase beta, DNA polymerase X family protein"
"Q1ZXF3"	"DDB_G0284647"	"cyp517A2"	"cytochrome P450 family protein"
"Q1ZXF4"	"DDB_G0294563"	"DDB_G0294563"	"EGF-like domain-containing protein, kazal-type protease inhibitor domain-containing protein"
"Q1ZXF5"	"DDB_G0284535"	"cyp508A4"	"cytochrome P450 family protein"
"Q1ZXF6"	"DDB_G0284555"	"sf3b2"	"PSP proline-rich domain-containing protein, splicing factor 3B subunit 2"
"Q1ZXF7"	"DDB_G0284553"	"gmd"	"GDP-mannose 4,6-dehydratase"
"Q1ZXF8"	"DDB_G0294559"	"DDB_G0294559"	"RNA-binding region RNP-1 domain-containing protein, RNA recognition motif-containing protein RRM"
"Q1ZXF9"	"DDB_G0283195"	"DDB_G0283195"	"FNIP repeat-containing protein, B-box zinc finger-containing protein"
"Q1ZXG2"	"DDB_G0294577"	"DDB_G0294577"	"Rab GTPase"
"Q1ZXG3"	"DDB_G0282769"	"cyp522A1"	"cytochrome P450 family protein"
"Q1ZXG4"	"DDB_G0282361"	"prlA"	"proliferation associated protein"
"Q1ZXG5"	"DDB_G0282299"	"DDB_G0282299"	"BRCT domain-containing protein, DNA ligase"
"Q1ZXG6"	"DDB_G0282183"	"cyp513A1"	"cytochrome P450 family protein"
"Q1ZXG7"	"DDB_G0282087"	"DDB_G0282087"	"pinin/SDK/memA domain-containing protein"
